Player,Tm,Age,College,Pos,Rnd,Cmp,Att,Yds,TD,Int,Rush_Att,Rush_Yds,Rush_TD,Rec,Rec_Yds,Rec_TD,Tkl,Def_Int,Sk,target
Rodregis Brooks,IND,22,Ala-Birmingham,DB,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Patrick Pass,NWE,22,Georgia,FB,7,0,0,0,0,0,16,65.75,0.375,8.25,71.25,0.125,NA,0,0,8
Rob Meier,JAX,23,Washington St.,DE,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,2.388888889,9
Charles Lee,GNB,22,Central Florida,WR,7,0,0,0,0,0,0.333333333,2.333333333,0,12,159.5,0.5,NA,0,0,6
Shyrone Stith,JAX,22,Virginia Tech,RB,7,0,0,0,0,0,6.666666667,18.33333333,0.333333333,0,0,0,0,0,0,3
Danny Clark,JAX,23,Illinois,LB,7,0,0,0,0,0,0,0,0,0,0,0,NA,0.181818182,0.636363636,11
Lewis Kelly,MIN,23,South Carolina St.,T,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Eugene McCaslin,GNB,23,Florida,LB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DaShon Polk,BUF,23,Arizona,LB,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.642857143,7
Rondell Mealey,GNB,23,LSU,RB,7,0,0,0,0,0,7.333333333,24.33333333,0.333333333,3,25.33333333,0,2,0,0,3
Alfonso Boone,DET,24,Mount San Antonio JC,DT,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,1.409090909,11
Michael Green,CHI,23,NW State (LA),DB,7,0,0,0,0,0,0,0,0,0,0,0,NA,0.444444444,0.666666667,9
Leonard Davis,ARI,23,Texas,T,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,12
Gerard Warren,CLE,23,Florida,DT,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,3.318181818,11
Justin Smith,CIN,22,Missouri,DE,1,0,0,0,0,0,0,0,0,0,0,0,NA,0.214285714,6.214285714,14
LaDainian Tomlinson,SDG,22,TCU,RB,1,0.727272727,1.090909091,13,0.636363636,0,288.5454545,1244,13.18181818,56.72727273,433.8181818,1.545454545,NA,0,0,11
Richard Seymour,NWE,21,Georgia,DE,1,0,0,0,0,0,0,0,0,0,0,0,27,0.166666667,4.791666667,12
Andre Carter,SFO,22,California,DE,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,6.192307692,13
David Terrell,CHI,22,Michigan,WR,1,0,0,0,0,0,0.8,2.8,0,25.6,320.4,1.8,NA,0,0,5
Koren Robinson,SEA,21,North Carolina St.,WR,1,0,0,0,0,0,2.875,14.375,0.125,36.75,530.5,2,NA,0,0,8
Jamal Reynolds,GNB,22,Florida St.,DE,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,3
Dan Morgan,CAR,22,Miami (FL),LB,1,0,0,0,0,0,0,0,0,0,0,0,NA,0.714285714,1,7
Damione Lewis,STL,23,Miami (FL),DT,1,0,0,0,0,0,0,0,0,0,0,0,19,0,2.35,10
Marcus Stroud,JAX,23,Georgia,DT,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,2.95,10
Kenyatta Walker,TAM,22,Florida,T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Rod Gardner,WAS,23,Clemson,WR,1,0.333333333,1.166666667,7.666666667,0.333333333,0,0.833333333,4,0,40.33333333,527.5,3.833333333,NA,0,0,6
Santana Moss,NYJ,22,Miami (FL),WR,1,0,0,0,0,0,3.642857143,20.5,0,52.28571429,734.5,4.714285714,NA,0,0,14
Steve Hutchinson,SEA,23,Michigan,G,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,12
Jeff Backus,DET,24,Michigan,T,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,12
Casey Hampton,PIT,24,Texas,NT,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.75,12
Adam Archuleta,STL,23,Arizona St.,DB,1,0,0,0,0,0,0,0,0,0,0,0,NA,0.571428571,2.571428571,7
Nate Clements,BUF,21,Ohio St.,DB,1,0,0,0,0,0,0,0,0,0,0,0,NA,3,0.375,12
Will Allen,NYG,23,Syracuse,DB,1,0,0,0,0,0,0,0,0,0,0,0,NA,1.25,0.416666667,12
Deuce McAllister,NOR,22,Mississippi,RB,1,0.125,0.5,1.5,0.125,0,178.625,762,6.125,29.25,215,0.625,NA,0,0,8
Willie Middlebrooks,DEN,22,Minnesota,DB,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.2,5
Freddie Mitchell,PHI,22,UCLA,WR,1,0.25,0.75,6.25,0.25,0,0.5,-1,0,22.5,315.75,1.25,NA,0,0,4
Jamar Fletcher,MIA,22,Wisconsin,DB,1,0,0,0,0,0,0,0,0,0,0,0,NA,0.875,0.125,8
Michael Bennett,MIN,23,Wisconsin,RB,1,0,0,0,0,0,84.2,370.3,1.3,15.9,129.4,0.6,NA,0,0,10
Derrick Gibson,OAK,22,Florida St.,DB,1,0,0,0,0,0,0,0,0,0,0,0,NA,0.5,0.333333333,6
Ryan Pickett,STL,21,Ohio St.,DT,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.678571429,14
Reggie Wayne,IND,22,Miami (FL),WR,1,0,0.071428571,0,0,0.071428571,0.285714286,0,0,76.42857143,1024.642857,5.857142857,NA,0,0,14
Todd Heap,BAL,21,Arizona St.,TE,1,0,0.083333333,0,0,0,0.666666667,5.083333333,0,41.58333333,489.0833333,3.5,NA,0,0,12
Quincy Morgan,CLE,24,Kansas St.,WR,2,0,0,0,0,0,1.666666667,8.833333333,0,27.33333333,411,2.833333333,NA,0,0,6
Kyle Vanden Bosch,ARI,22,Nebraska,DE,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,4.833333333,12
Alge Crumpler,ATL,23,North Carolina,TE,2,0,0,0,0,0,0,0,0,37.3,474.3,3.9,NA,0,0,10
Chad Johnson,CIN,23,Oregon St.,WR,2,0,0.090909091,0,0,0,2.181818182,15.90909091,0,69.63636364,1005.363636,6.090909091,NA,0,0,11
Idrees Bashir,IND,22,Memphis,DB,2,0,0,0,0,0,0,0,0,0,0,0,NA,0.857142857,0,7
Anthony Thomas,CHI,23,Michigan,RB,2,0,0,0,0,0,149.1428571,555.8571429,3.285714286,16.14285714,108,0.142857143,NA,0,0,7
Kendrell Bell,PIT,23,Georgia,LB,2,0,0,0,0,0,0,0,0,0,0,0,NA,0.142857143,2.928571429,7
Ken Lucas,SEA,22,Mississippi,DB,2,0,0,0,0,0,0,0,0,0,0,0,NA,2.777777778,0,9
Robert Ferguson,GNB,21,Texas A&M,WR,2,0,0,0,0,0,0.125,-1,0,18.875,249.125,1.625,NA,0,0,8
Tommy Polley,STL,23,Florida St.,LB,2,0,0,0,0,0,0,0,0,0,0,0,NA,0.8,1.2,5
Maurice Williams,JAX,22,Michigan,T,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Kris Jenkins,CAR,22,Maryland,DT,2,0,0,0,0,0,0,0,0,0,0,0,22,0,2.4,10
Fred Smoot,WAS,22,Mississippi St.,DB,2,0,0,0,0,0,0,0,0,0,0,0,NA,2.333333333,0,9
Aaron Schobel,BUF,24,TCU,DE,2,0,0,0,0,0,0,0,0,0,0,0,37,0.333333333,8.666666667,9
Jamie Winborn,SFO,22,Vanderbilt,LB,2,0,0,0,0,0,0,0,0,0,0,0,NA,0.3,1,10
Matt Light,NWE,23,Purdue,T,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,11
LaMont Jordan,NYJ,22,Maryland,RB,2,0,0.222222222,0,0,0.111111111,99.66666667,414.8888889,3.111111111,17.55555556,144.5555556,0.333333333,NA,0,0,9
Dominic Raiola,DET,22,Nebraska,C,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,14
Chris Chambers,MIA,23,Wisconsin,WR,2,0,0,0,0,0,4.4,37.3,0,54,764.8,5.8,3,0,0,10
Quincy Carter,DAL,23,Georgia,QB,2,135.5,240,1584.25,8,9.25,38,129.5,0.75,0,0,0,NA,0,0,4
Michael Stone,ARI,23,Memphis,DB,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6
Quinton Caver,PHI,23,Arkansas,LB,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,5
Tony Dixon,DAL,22,Alabama,DB,2,0,0,0,0,0,0,0,0,0,0,0,NA,0.25,1.5,4
Willie Howard,MIN,23,Stanford,DE,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1
Travis Henry,BUF,22,Tennessee,RB,2,0,0.142857143,0,0,0.142857143,212.5714286,869.4285714,5.428571429,20.14285714,135.8571429,0.285714286,NA,0,0,7
Marques Tuiasosopo,OAK,22,Washington,QB,2,6.125,11.25,69.25,0.25,0.875,2.125,9.875,0,0,0,0,NA,0,0,8
Andre Dyson,TEN,22,Utah,DB,2,0,0,0,0,0,0,0,0,0,0,0,NA,3.142857143,0.142857143,7
Shaun Rogers,DET,22,Texas,DT,2,0,0,0,0,0,0,0,0,0,0,0,NA,0.076923077,2.884615385,13
Gary Baxter,BAL,22,Baylor,DB,2,0,0,0,0,0,0,0,0,0,0,0,NA,1.333333333,0.5,6
Derrick Burgess,PHI,23,Mississippi,DE,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,5.2,10
Adrian Wilson,ARI,21,North Carolina St.,DB,3,0,0,0,0,0,0,0,0,0,0,0,NA,2.25,2.125,12
James Jackson,CLE,25,Miami (FL),RB,3,0,0,0,0,0,65,216.4,1,6.4,46.4,0,NA,0,0,5
Sean Brewer,CIN,23,San Jose St.,TE,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3
Tay Cody,SDG,23,Florida St.,DB,3,0,0,0,0,0,0,0,0,0,0,0,NA,0.666666667,0,3
Mike Gandy,CHI,22,Notre Dame,T,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,9
Eric Kelly,MIN,24,Kentucky,DB,3,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,3
Sedrick Hodge,NOR,23,North Carolina,LB,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.2,5
Bhawoh Jue,GNB,22,Penn St.,DB,3,0,0,0,0,0,0,0,0,0,0,0,NA,0.857142857,0.214285714,7
Torrance Marshall,GNB,24,Oklahoma,LB,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0.25,4
Eric Westmoreland,JAX,24,Tennessee,LB,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.5,4
Eric Downing,KAN,23,Syracuse,DT,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.5,4
Ron Edwards,BUF,22,Texas A&M,DT,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,1.375,12
Snoop Minnis,KAN,24,Florida St.,WR,3,0,0,0,0,0,0,0,0,17,257.5,0.5,0,0,0,2
Will Peterson,NYG,22,West. Illinois,DB,3,0,0,0,0,0,0,0,0,0,0,0,28,0.8,0,10
Kareem McKenzie,NYJ,22,Penn St.,T,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,11
Kevan Barlow,SFO,22,Pittsburgh,RB,3,0,0,0,0,0,170.3333333,664,5,24,194,0.5,NA,0,0,6
Kenny Smith,NOR,24,Alabama,DT,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.5,9
Heath Evans,SEA,22,Auburn,FB,3,0,0,0,0,0,16.4,57.9,0.4,5.7,43.9,0.4,NA,0,0,10
Brian Allen,STL,23,Florida St.,LB,3,0,0,0,0,0,0,0,0,0,0,0,NA,0.25,0.25,4
Dwight Smith,TAM,23,Akron,DB,3,0,0,0,0,0,0,0,0,0,0,0,NA,2.75,0.25,8
Travis Minor,MIA,22,Florida St.,RB,3,0,0,0,0,0,38.375,153.75,1,8.375,59.25,0.125,NA,0,0,8
Brock Williams,NWE,22,Notre Dame,DB,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,4
Reggie Hayward,DEN,22,Iowa St.,DE,3,0,0,0,0,0,0,0,0,0,0,0,NA,0.111111111,4.388888889,9
Morlon Greenwood,MIA,23,Syracuse,LB,3,0,0,0,0,0,0,0,0,0,0,0,NA,0.25,0.875,8
DeLawrence Grant,OAK,21,Oregon St.,DE,3,0,0,0,0,0,0,0,0,0,0,0,9,0,1.4,5
Shad Meier,TEN,23,Kansas St.,TE,3,0,0,0,0,0,0,0,0,8.4,66.8,0.6,NA,0,0,5
Cory Bird,IND,23,Virginia Tech,DB,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0.125,4
Casey Rabach,BAL,24,Wisconsin,C,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,10
Willie Blade,DAL,22,Mississippi St.,DT,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0.25,4
James Boyd,JAX,23,Penn St.,DB,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2
Jonas Jennings,BUF,23,Georgia,T,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Kenyatta Jones,NWE,22,South Florida,T,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Anthony Henry,CLE,24,South Florida,DB,4,0,0,0,0,0,0,0,0,0,0,0,NA,3.444444444,0.222222222,9
Bill Gramatica,ARI,23,South Florida,K,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,4
Roberto Garza,ATL,22,Texas A&M-Kingsville,G,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,14
Rudi Johnson,CIN,21,Auburn,RB,4,0,0,0,0,0,189.625,747.375,6.125,14.125,84.5,0.25,NA,0,0,8
Jamie Henderson,NYJ,22,Georgia,DB,4,0,0,0,0,0,0,0,0,0,0,0,12,0.333333333,0,3
Matt Stewart,ATL,22,Vanderbilt,LB,4,0,0,0,0,0,0,0,0,0,0,0,NA,0.166666667,1.333333333,6
Karon Riley,CHI,23,Minnesota,LB,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
Orlando Huff,SEA,23,Fresno St.,LB,4,0,0,0,0,0,0,0,0,0,0,0,NA,0.333333333,0.5,6
Bill Ferrario,GNB,23,Wisconsin,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Chris Weinke,CAR,29,Florida St.,QB,4,55.14285714,101.2857143,557.7142857,2.142857143,3.714285714,7.714285714,21.14285714,0.857142857,0,0,0,NA,0,0,7
Monty Beisel,KAN,23,Kansas St.,LB,4,0,0,0,0,0,0,0,0,0,0,0,NA,0.222222222,0.5,9
George Layne,KAN,22,TCU,RB,4,0,0,0,0,0,0.75,8,0,1,5,0,2,0,0,4
Sage Rosenfels,WAS,23,Iowa St.,QB,4,35.1,56.2,415.6,3,2.9,4.8,9.5,0.1,0,0,0,NA,0,0,10
Brandon Spoon,BUF,23,North Carolina,LB,4,0,0,0,0,0,0,0,0,0,0,0,45,2,0,1
Mathias Nkwenti,PIT,23,Temple,T,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Carlos Polk,SDG,24,Nebraska,LB,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.5,8
Ben Hamilton,DEN,24,Minnesota,G,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,10
Cedric Scott,NYG,23,Southern Miss,DE,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Moran Norris,NOR,23,Kansas,FB,4,0,0,0,0,0,2.545454545,6.090909091,0.090909091,3.454545455,18,0.272727273,NA,0,0,11
Milton Wynn,STL,23,Washington St.,WR,4,0,0,0,0,0,0,0,0,2,34.5,0,NA,0,0,2
John Howell,TAM,23,Colorado St.,DB,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,6
Ryan Diem,IND,22,Northern Illinois,T,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,11
Jabari Holloway,NWE,22,Notre Dame,TE,4,0,0,0,0,0,0,0,0,5,52.33333333,0,NA,0,0,3
Nick Harris,DEN,23,California,P,4,0,0.083333333,0,0,0,0.166666667,-0.583333333,0,0,0,0,1,0,0,12
Correll Buckhalter,PHI,22,Nebraska,RB,4,0,0,0,0,0,65.5,294.4,2.1,14.4,141,0.6,NA,0,0,10
Markus Steele,DAL,22,USC,LB,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3
Marcus Bell,ARI,22,Memphis,DT,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,1.083333333,6
Justin McCareins,TEN,22,Northern Illinois,WR,4,0,0,0,0,0,1,5.25,0,30,459.5,2,NA,0,0,8
Jesse Palmer,NYG,22,Florida,QB,4,21,40,187.3333333,1,1.333333333,1.666666667,6.666666667,0,0,0,0,0,0,0,3
Ed Hartwell,BAL,23,West. Illinois,LB,4,0,0,0,0,0,0,0,0,0,0,0,NA,0.166666667,1.166666667,6
Curtis Fuller,SEA,23,TCU,DB,4,0,0,0,0,0,0,0,0,0,0,0,10,0.25,0,4
Floyd Womack,SEA,22,Mississippi St.,T,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,10
Brandon Manumaleuna,STL,21,Arizona,TE,4,0,0,0,0,0,0.6,1.8,0,11.5,100.8,1.3,1,0,0,10
Shawn Worthen,MIN,25,TCU,DT,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
Cedric James,MIN,22,TCU,WR,4,0,0,0,0,0,0,0,0,0.5,14.5,0,NA,0,0,2
Mario Fatafehi,ARI,22,Kansas St.,DT,5,0,0,0,0,0,0,0,0,0,0,0,10,0,1.25,4
Victor Leyva,CIN,23,Arizona St.,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Vinny Sutherland,ATL,23,Purdue,WR,5,0,0,0,0,0,0.5,8,0,0.5,2.5,0,NA,0,0,2
Matt Lehr,DAL,22,Virginia Tech,C,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,8
Bernard Robertson,CHI,22,Tulane,T,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zeke Moreno,SDG,22,USC,LB,5,0,0,0,0,0,0,0,0,0,0,0,28,0.2,0.6,5
Alex Bannister,SEA,22,East. Kentucky,WR,5,0,0,0,0,0,0,0,0,1.5,20.16666667,0.166666667,NA,0,0,6
Bill Baber,KAN,22,Virginia,TE,5,0,0,0,0,0,0,0,0,1,9.25,0.25,0,0,0,4
Jarrod Cooper,CAR,23,Kansas St.,DB,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.214285714,7
Marques Sullivan,BUF,23,Illinois,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Jerametrius Butler,STL,22,Kansas St.,DB,5,0,0,0,0,0,0,0,0,0,0,0,NA,1.285714286,0,7
Chukky Okobi,PIT,22,Purdue,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Tony Stewart,PHI,22,Penn St.,TE,5,0,0,0,0,0,0,0,0,8.444444444,69.22222222,0.333333333,NA,0,0,9
Scotty Anderson,DET,21,Grambling St.,WR,5,0,0,0,0,0,0,0,0,18,286,1.333333333,1,0,0,3
Mike McMahon,DET,22,Rutgers,QB,5,45.8,103,573.4,3,4.2,16.4,81.8,1.4,0.2,1.4,0,NA,0,0,5
Derrick Blaylock,KAN,22,S.F. Austin,RB,5,0,0,0,0,0,33,136.6666667,1.666666667,8.833333333,86.66666667,0.333333333,NA,0,0,6
Russ Hochstein,TAM,23,Nebraska,C,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,12
Raymond Walls,IND,22,Southern Miss,DB,5,0,0,0,0,0,0,0,0,0,0,0,NA,0.2,0,5
Darnerien McCants,WAS,23,Delaware St.,WR,5,0,0,0,0,0,0.2,1.8,0,11.6,154.8,1.6,NA,0,0,5
A.J. Feeley,PHI,24,Oregon,QB,5,38.63636364,69.27272727,419.8181818,2.545454545,2.818181818,3.363636364,4.454545455,0.090909091,0,0,0,NA,0,0,11
Patrick Chukwurah,MIN,22,Wyoming,LB,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,1.285714286,7
Ray Perryman,OAK,22,Northern Arizona,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Eddie Berlin,TEN,23,Northern Iowa,WR,5,0,0,0,0,0,0,0,0,5.2,75.8,0.4,NA,0,0,5
Jonathan Carter,NYG,22,Troy,WR,5,0,0,0,0,0,0,0,0,3.5,66.5,0.5,0,0,0,4
Hakim Akbar,NWE,21,Washington,LB,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Brandon Winey,MIA,23,LSU,T,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Michael Jameson,CLE,22,Texas A&M,DB,6,0,0,0,0,0,0,0,0,0,0,0,NA,0.25,0.25,4
Riall Johnson,CIN,23,Stanford,LB,6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3
Cedrick Wilson,SFO,22,Tennessee,WR,6,0.285714286,0.285714286,3.857142857,0,0,1,7.571428571,0,25.42857143,337.8571429,1.142857143,NA,0,0,7
Daleroy Stewart,DAL,22,Southern Miss,DT,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0.375,4
Jason Glenn,DET,22,Texas A&M,LB,6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,6
Jameel Cook,TAM,22,Illinois,FB,6,0,0,0,0,0,1.75,5.375,0,10.5,63.75,0.375,NA,0,0,8
Dee Brown,CAR,23,Syracuse,RB,6,0,0.166666667,0,0,0.166666667,19.83333333,67.5,0.666666667,3.5,19,0.333333333,NA,0,0,6
Alex Sulfsted,KAN,23,Miami (OH),T,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Tony Driver,BUF,24,Notre Dame,DB,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Rashad Holman,SFO,23,Louisville,DB,6,0,0,0,0,0,0,0,0,0,0,0,NA,0.666666667,0,3
Rodney Bailey,PIT,21,Ohio St.,DE,6,0,0,0,0,0,0,0,0,0,0,0,NA,0,1.357142857,7
Roger Knight,PIT,22,Wisconsin,LB,6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,4
Ellis Wyms,TAM,22,Mississippi St.,DE,6,0,0,0,0,0,0,0,0,0,0,0,NA,0,2.375,8
Chris Cooper,OAK,23,Nebraska-Omaha,DT,6,0,0,0,0,0,0,0,0,0,0,0,NA,0.142857143,1.214285714,7
Mario Monds,WAS,24,Cincinnati,DT,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
Otis Leverette,MIA,23,Ala-Birmingham,DE,6,0,0,0,0,0,0,0,0,0,0,0,NA,0.25,0.5,4
Carey Scott,MIN,23,Kentucky St.,DB,6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3
Kevin Kasper,DEN,23,Iowa,WR,6,0,0,0,0,0,1.166666667,5.666666667,0,4,47.83333333,0.5,NA,0,0,6
Dan Alexander,TEN,23,Nebraska,RB,6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3
Jason Doering,IND,23,Wisconsin,DB,6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,4
Joe Maese,BAL,22,New Mexico,C,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Dan O'Leary,BUF,24,Notre Dame,TE,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Jimmy Williams,BUF,22,Vanderbilt,DB,6,0,0,0,0,0,0,0,0,0,0,0,NA,0.5,0.166666667,6
David Martin,GNB,22,Tennessee,TE,6,0,0,0,0,0,0,0,0,14.45454545,142,1.363636364,NA,0,0,11
Adam Haayer,TEN,24,Minnesota,T,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Leonard Myers,NWE,22,Miami (FL),DB,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3
Brandon Gorin,SDG,23,Purdue,T,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Renaldo Hill,ARI,22,Michigan St.,DB,7,0,0,0,0,0,0,0,0,0,0,0,NA,1.9,0.65,10
Paul Zukauskas,CLE,22,Boston Col.,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
T.J. Houshmandzadeh,CIN,24,Oregon St.,WR,7,0,0,0,0,0,2.090909091,12.90909091,0.090909091,57,657.9090909,4,NA,0,0,11
James Reed,NYJ,24,Iowa St.,DT,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,7
Colston Weatherington,DAL,23,Central Missouri St.,DE,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2
Harold Blackmon,SEA,23,Northwestern,DB,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2
Louis Williams,CAR,22,LSU,C,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Shaunard Harts,KAN,23,Boise St.,DB,7,0,0,0,0,0,0,0,0,0,0,0,NA,0.5,0.5,4
Anthony Denman,JAX,21,Notre Dame,LB,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2
Reggie Germany,BUF,23,Ohio St.,WR,7,0,0,0,0,0,0,0,0,12,203,0,5,0,0,1
Corey Hall,ATL,22,Appalachian St.,DB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Owen Pochman,NWE,24,BYU,K,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Tupe Peko,NYJ,23,Michigan St.,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Kynan Forney,ATL,23,Hawaii,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Rick DeMulling,IND,24,Idaho,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Dennis Norman,SEA,21,Princeton,C,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Than Merrill,TAM,23,Yale,DB,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1
Eric Johnson,SFO,22,Yale,TE,7,0,0,0,0,0,0,0,0,34.28571429,311.1428571,1.285714286,NA,0,0,7
Ronald Flemons,ATL,21,Texas A&M,DE,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.125,4
Mike Roberg,CAR,24,Idaho,TE,7,0,0,0,0,0,0,0,0,1,8.5,0.5,NA,0,0,2
Derek Combs,OAK,22,Ohio St.,DB,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3
Ken-Yon Rambo,OAK,22,Ohio St.,WR,7,0,0,0,0,0,0,0,0,8.5,119.5,0,NA,0,0,2
Ross Kolodziej,NYG,23,Wisconsin,DT,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.571428571,7
Dwayne Missouri,BAL,22,Northwestern,DE,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Keith Adams,TEN,21,Clemson,LB,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,7
Marlon McCree,JAX,24,Kentucky,DB,7,0,0,0,0,0,0,0,0,0,0,0,NA,2,0.375,8
Joe Tafoya,TAM,23,Arizona,DE,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.5,7
Quentin McCord,ATL,23,Kentucky,WR,7,0,0,0,0,0,1.333333333,4.333333333,0,7.666666667,142.3333333,0.333333333,NA,0,0,3
Kris Kocurek,SEA,22,Texas Tech,DT,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tyrone Robertson,BUF,22,Georgia,DT,7,0,0,0,0,0,0,0,0,0,0,0,19,0,2,1
T.J. Turner,NWE,22,Michigan St.,LB,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
John Nix,DAL,24,Southern Miss,DT,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,4
Randy Chevrier,JAX,25,McGill,DT,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Char-ron Dorsey,DAL,23,Florida St.,T,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
