Player,Tm,Age,College,Pos,Rnd,Cmp,Att,Yds,TD,Int,Rush_Att,Rush_Yds,Rush_TD,Rec,Rec_Yds,Rec_TD,Tkl,Def_Int,Sk,target
Terdell Sands,KAN,21,Tenn-Chattanooga,DT,7,0,0,0,0,0,0,0,0,0,0,0,NA,0.111111111,0.444444444,9
Robert Carswell,SDG,22,Clemson,DB,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2
Andre King,CLE,27,Miami (FL),WR,7,0,0,0,0,0,0,0,0,7.5,81.75,0,NA,0,0,4
David Carr,HOU,23,Fresno St.,QB,1,123,206.0909091,1313.818182,5.909090909,6.454545455,27.72727273,120.7272727,0.818181818,0,0,0,NA,0,0,11
Joey Harrington,DET,23,Oregon,QB,1,237.3333333,423,2448.833333,13.16666667,14.16666667,23.66666667,67,0,0.5,1.333333333,0,NA,0,0,6
Mike Williams,BUF,22,Texas,T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Quentin Jammer,SDG,23,Texas,DB,1,0,0,0,0,0,0,0,0,0,0,0,NA,1.75,0,12
Ryan Sims,KAN,22,North Carolina,DT,1,0,0,0,0,0,0,0,0,0,0,0,NA,0.111111111,0.944444444,9
Bryant McKinnie,MIN,23,Miami (FL),T,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,12
Roy Williams,DAL,22,Oklahoma,DB,1,0,0,0,0,0,0,0,0,0,0,0,NA,2.222222222,0.833333333,9
John Henderson,JAX,23,Tennessee,DT,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,2.9,10
Levi Jones,CIN,23,Arizona St.,T,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,8
Wendell Bryant,ARI,22,Wisconsin,DT,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.5,3
Donte' Stallworth,NOR,21,Tennessee,WR,1,0,0,0,0,0,1.818181818,8.909090909,0,29.18181818,439.7272727,3.181818182,NA,0,0,11
Jeremy Shockey,NYG,22,Miami (FL),TE,1,0,0,0,0,0,0.1,0.6,0,54.7,614.3,3.7,NA,0,0,10
Albert Haynesworth,TEN,21,Tennessee,DT,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,3.05,10
William Green,CLE,22,Boston Col.,RB,1,0,0,0,0,0,142,527.25,2.25,11.25,69.25,0,NA,0,0,4
Phillip Buchanon,OAK,22,Miami (FL),DB,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,0.1,10
T.J. Duckett,ATL,21,Michigan St.,RB,1,0,0.142857143,0,0,0,102.4285714,402,6.285714286,5,43.28571429,0,NA,0,0,7
Ashley Lelie,DEN,22,Hawaii,WR,1,0,0,0,0,0,2.857142857,24.57142857,0,31,535.5714286,2.142857143,NA,0,0,7
Javon Walker,GNB,23,Florida St.,WR,1,0,0,0,0,0,1.75,16.5,0.125,33.375,501.375,3.875,NA,0,0,8
Daniel Graham,NWE,23,Colorado,TE,1,0,0,0,0,0,0,0,0,20.36363636,226.3636364,2.272727273,NA,0,0,11
Bryan Thomas,NYJ,23,Ala-Birmingham,DE,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,3.045454545,11
Napoleon Harris,OAK,23,Northwestern,LB,1,0,0,0,0,0,0,0,0,0,0,0,NA,0.571428571,1.214285714,7
Ed Reed,BAL,24,Miami (FL),DB,1,0,0,0,0,0,0,0,0,0,0,0,NA,5.333333333,0.5,12
Charles Grant,NOR,24,Georgia,DE,1,0,0,0,0,0,0,0,0,0,0,0,NA,0.125,5.875,8
Lito Sheppard,PHI,21,Florida,DB,1,0,0,0,0,0,0,0,0,0,0,0,NA,1.9,0.3,10
Mike Rumph,SFO,22,Miami (FL),DB,1,0,0,0,0,0,0,0,0,0,0,0,NA,0.6,0.4,5
Jerramy Stevens,SEA,22,Washington,TE,1,0,0,0,0,0,0,0,0,22.44444444,246.3333333,2.444444444,NA,0,0,9
Marc Colombo,CHI,23,Boston Col.,T,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,10
Kendall Simmons,PIT,23,Auburn,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Robert Thomas,STL,22,UCLA,LB,1,0,0,0,0,0,0,0,0,0,0,0,35,0.142857143,0.285714286,7
Patrick Ramsey,WAS,23,Tulane,QB,1,73,130.4285714,847.1428571,5,4.285714286,6.714285714,12.71428571,0.285714286,0,0,0,NA,0,0,7
Jabar Gaffney,HOU,21,Florida,WR,2,0.090909091,0.454545455,3.545454545,0.090909091,0,0.818181818,5.090909091,0,40.63636364,517.2727273,2.181818182,NA,0,0,11
DeShaun Foster,CAR,22,UCLA,RB,2,0,0.142857143,0,0,0,132.4285714,510,1.571428571,20.28571429,161.2857143,0.714285714,1,0,0,7
Kalimba Edwards,DET,22,South Carolina,DE,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,4.428571429,7
Josh Reed,BUF,22,LSU,WR,2,0,0,0,0,0,1.75,7.125,0,38.875,446.875,1.25,NA,0,0,8
Andre Gurode,DAL,24,Colorado,G,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,12
Raonall Smith,MIN,23,Washington St.,LB,2,0,0,0,0,0,0,0,0,0,0,0,NA,0.166666667,0.416666667,6
Toniu Fonoti,SDG,20,Nebraska,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Mike Pearson,JAX,22,Florida,T,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Lamont Thompson,CIN,24,Washington St.,DB,2,0,0,0,0,0,0,0,0,0,0,0,NA,1.5,0.166666667,6
Larry Tripplett,IND,23,Washington,DT,2,0,0,0,0,0,0,0,0,0,0,0,22,0.166666667,1.416666667,6
Eddie Freeman,KAN,24,Ala-Birmingham,DE,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,2
LeCharles Bentley,NOR,22,Ohio St.,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Tank Williams,TEN,22,Stanford,DB,2,0,0,0,0,0,0,0,0,0,0,0,NA,0.833333333,0.583333333,6
Tim Carter,NYG,23,Auburn,WR,2,0,0,0,0,0,1.375,12.125,0,10.125,136.25,0.5,NA,0,0,8
Andre' Davis,CLE,23,Virginia Tech,WR,2,0,0,0,0,0,1.125,4,0,19.5,308.75,2.125,5,0,0,8
Reche Caldwell,SDG,23,Florida,WR,2,0.166666667,0.166666667,3.333333333,0,0,2.333333333,18,0,25.33333333,308.5,1.833333333,NA,0,0,6
Levar Fisher,ARI,23,North Carolina St.,LB,2,0,0,0,0,0,0,0,0,0,0,0,36,0,0.5,2
Chester Pitts,HOU,23,San Diego St.,T,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,9
Clinton Portis,DEN,21,Miami (FL),RB,2,0.333333333,0.666666667,5.222222222,0.333333333,0,247.7777778,1102.555556,8.333333333,27.44444444,224.2222222,0.555555556,NA,0,0,9
Anthony Weaver,BAL,22,Notre Dame,DE,2,0,0,0,0,0,0,0,0,0,0,0,NA,0.428571429,2.214285714,7
Langston Walker,OAK,23,California,T,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Maurice Morris,SEA,22,Oregon,RB,2,0,0,0,0,0,86.7,364.8,1.3,15.1,116.3,0.5,NA,0,0,10
Doug Jolley,OAK,23,BYU,TE,2,0,0,0,0,0,0,0,0,24,260.6,1.2,1,0,0,5
Ladell Betts,WAS,23,Iowa,RB,2,0,0,0,0,0,91.22222222,369.5555556,1.666666667,20.88888889,182.8888889,0.333333333,NA,0,0,9
Jon McGraw,NYJ,23,Kansas St.,DB,2,0,0,0,0,0,0.2,0.8,0,0,0,0,NA,1,0.2,10
Michael Lewis,PHI,22,Colorado,DB,2,0,0,0,0,0,0,0,0,0,0,0,NA,1.333333333,1.277777778,9
Sheldon Brown,PHI,23,South Carolina,DB,2,0,0,0,0,0,0,0,0,0,0,0,NA,2.363636364,0.727272727,11
Anton Palepoi,SEA,24,UNLV,DE,2,0,0,0,0,0,0,0,0,0,0,0,8,0,1,4
Ryan Denney,BUF,25,BYU,DE,2,0,0,0,0,0,0,0,0,0.222222222,4.888888889,0.222222222,NA,0,2.611111111,9
Antwaan Randle El,PIT,23,Indiana,WR,2,2.444444444,3,35.88888889,0.666666667,0,8.777777778,48.66666667,0,41.11111111,496.3333333,1.666666667,NA,0,0,9
Antonio Bryant,DAL,21,Pittsburgh,WR,2,0,0,0,0,0,1.375,8.125,0,46.5,710.625,3.75,NA,0,0,8
Travis Fisher,STL,23,Central Florida,DB,2,0,0,0,0,0,0,0,0,0,0,0,NA,1.125,0,8
Deion Branch,NWE,23,Louisville,WR,2,0,0,0,0,0,0.727272727,3,0,47.09090909,604,3.545454545,NA,0,0,11
Fred Weary,HOU,25,Tennessee,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Matt Schobel,CIN,23,TCU,TE,3,0,0,0,0,0,0,0,0,16.71428571,181.4285714,1.714285714,NA,0,0,7
Andre' Goodman,DET,24,South Carolina,DB,3,0,0,0,0,0,0,0,0,0,0,0,NA,1.9,0.1,10
Saleem Rasheed,SFO,21,Alabama,LB,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.25,4
Willie Offord,MIN,23,South Carolina,DB,3,0,0,0,0,0,0,0,0,0,0,0,NA,0.5,0,4
Ben Leber,SDG,23,Kansas St.,LB,3,0,0,0,0,0,0,0,0,0,0,0,NA,0.5,2.4,10
Roosevelt Williams,CHI,24,Tuskegee,DB,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2
Will Witherspoon,CAR,22,Georgia,LB,3,0,0,0,0,0,0,0,0,0,0,0,NA,1.166666667,2.166666667,12
Joe Jefferson,IND,22,West. Kentucky,DB,3,0,0,0,0,0,0,0,0,0,0,0,NA,0.25,0,4
Derek Ross,DAL,22,Ohio St.,DB,3,0,0,0,0,0,0,0,0,0,0,0,NA,2,0,3
Melvin Fowler,CLE,23,Maryland,C,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,7
Rocky Calmus,TEN,23,Oklahoma,LB,3,0,0,0,0,0,0,0,0,0,0,0,20,0.666666667,0.333333333,3
Jeff Hatch,NYG,23,Pennsylvania,T,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Rashad Bauman,WAS,23,Oregon,DB,3,0,0,0,0,0,0,0,0,0,0,0,NA,0.5,0,4
Will Overstreet,ATL,22,Tennessee,LB,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
James Allen,NOR,22,Oregon St.,LB,3,0,0,0,0,0,0,0,0,0,0,0,NA,0.25,0,4
Charles Hill,HOU,21,Maryland,DT,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Lamar Gordon,STL,22,North Dakota St.,RB,3,0,0,0,0,0,45.2,154.8,0.6,12.4,98,0.4,NA,0,0,5
Kris Richard,SEA,22,USC,DB,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.25,4
Cliff Russell,WAS,23,Utah,WR,3,0,0,0,0,0,0.428571429,2.142857143,0,0.714285714,6.428571429,0,NA,0,0,7
Chris Baker,NYJ,22,Michigan St.,TE,3,0,0,0,0,0,0,0,0,18.66666667,195.8888889,1.666666667,NA,0,0,9
Akin Ayodele,JAX,23,Purdue,LB,3,0,0,0,0,0,0,0,0,0,0,0,NA,0.777777778,1.055555556,9
Seth McKinney,MIA,23,Texas A&M,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Brian Westbrook,PHI,23,Villanova,RB,3,0.111111111,0.222222222,2.777777778,0.111111111,0,153.8888889,703.8888889,4.555555556,49.11111111,437.7777778,3.333333333,NA,0,0,9
Marques Anderson,GNB,23,UCLA,DB,3,0,0,0,0,0,0,0,0,0,0,0,NA,1.5,0,4
Terrence Metcalf,CHI,24,Mississippi,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Chris Hope,PIT,22,Florida St.,DB,3,0,0,0,0,0,0,0,0,0.090909091,7.363636364,0.090909091,NA,1.818181818,0.363636364,11
Dorsett Davis,DEN,23,Mississippi St.,DE,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2
Coy Wire,BUF,23,Stanford,DB,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.555555556,9
Dennis Johnson,ARI,22,Kentucky,DE,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,3
Jonathan Wells,HOU,23,Ohio St.,RB,4,0,0,0,0,0,93.5,291.75,2.5,11,80.75,0.5,5,0,0,4
Dante Wesley,CAR,23,Ark-Pine Bluff,DB,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.222222222,9
Kevin Bentley,CLE,22,Northwestern,LB,4,0,0,0,0,0,0,0,0,0,0,0,NA,0.2,0.1,10
Jeff Chandler,SFO,23,Florida,K,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3
Justin Peelle,SDG,23,Oregon,TE,4,0,0,0,0,0,0,0,0,12.3,100.3,1.2,NA,0,0,10
Alex Brown,CHI,23,Florida,DE,4,0,0,0,0,0,0,0,0,0,0,0,NA,0.555555556,5.055555556,9
Brian Williams,MIN,23,North Carolina St.,DB,4,0,0,0,0,0,0,0,0,0,0,0,NA,1.9,0.5,10
David Thornton,IND,23,North Carolina,LB,4,0,0,0,0,0,0,0,0,0,0,0,70,0.625,0.625,8
Omar Easy,KAN,24,Penn St.,FB,4,0,0,0,0,0,1,0.25,0,1.5,10.5,0.25,6,0,0,4
David Garrard,JAX,24,East Carolina,QB,4,156.2222222,253.4444444,1778.111111,9.888888889,6,42.22222222,194,1.888888889,0.111111111,-0.666666667,0,NA,0,0,9
Travis Dorsch,CIN,23,Purdue,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mike Echols,TEN,23,Wisconsin,DB,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2
Ben Taylor,CLE,24,Virginia Tech,LB,4,0,0,0,0,0,0,0,0,0,0,0,NA,0.2,0,5
Dave Zastudil,BAL,23,Ohio,P,4,0,0.076923077,0,0,0,0.307692308,-1.153846154,0,0,0,0,NA,0,0,13
Randy McMichael,MIA,23,Georgia,TE,4,0,0,0,0,0,0.090909091,0.727272727,0,38.72727273,412.6363636,2.181818182,NA,0,0,11
Tony Beckham,TEN,23,Wisc-Stout,DB,4,0,0,0,0,0,0,0,0,0,0,0,NA,0.166666667,0,6
Martin Bibla,ATL,22,Miami (FL),G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Rohan Davey,NWE,24,LSU,QB,4,2.666666667,6.333333333,29.33333333,0,0,2,-1.666666667,0,0,0,0,0,0,0,3
Chris Luzar,JAX,23,Virginia,TE,4,0,0,0,0,0,0,0,0,2,17.5,0,0,0,0,2
Travis Stephens,TAM,24,Tennessee,RB,4,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1
Terreal Bierria,SEA,21,Georgia,DB,4,0,0,0,0,0,0,0,0,0,0,0,NA,0.333333333,0,3
Alan Harper,NYJ,23,Fresno St.,DT,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Darnell Sanders,CLE,23,Ohio St.,TE,4,0,0,0,0,0,0,0,0,6,39.33333333,0.666666667,NA,0,0,3
Ron Johnson,BAL,22,Minnesota,WR,4,0,0,0,0,0,0,0,0,5.5,63,0.5,3,0,0,2
Scott Peters,PHI,23,Arizona St.,C,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Keyuo Craver,NOR,22,Nebraska,DB,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2
Jarvis Green,NWE,23,LSU,DE,4,0,0,0,0,0,0,0,0,0,0,0,19,0,3.5,8
Larry Foote,PIT,22,Michigan,LB,4,0,0,0,0,0,0,0,0,0,0,0,NA,0.307692308,1.923076923,13
Jamar Martin,DAL,22,Ohio St.,FB,4,0,0,0,0,0,0.8,1.4,0,1.2,4.8,0,NA,0,0,5
Sam Brandon,DEN,23,UNLV,DB,4,0,0,0,0,0,0,0,0,0,0,0,NA,0.2,0,5
Rocky Boiman,TEN,22,Notre Dame,LB,4,0,0,0,0,0,0,0,0,0,0,0,NA,0.625,0.1875,8
Najeh Davenport,GNB,23,Miami (FL),RB,4,0,0,0,0,0,56.28571429,259.8571429,1.857142857,7.714285714,76.85714286,0.428571429,NA,0,0,7
Jarrod Baxter,HOU,23,New Mexico,FB,5,0,0,0,0,0,2.25,3.75,0,1.75,10,0.25,1,0,0,4
Randy Fasani,CAR,24,Stanford,QB,5,15,44,171,0,4,18,95,0,0,0,0,0,0,0,1
John Owens,DET,22,Notre Dame,TE,5,0,0,0,0,0,0,0,0,2.75,22.25,0.125,NA,0,0,8
Justin Bannan,BUF,23,Colorado,DT,5,0,0,0,0,0,0,0,0,0,0,0,NA,0.083333333,0.541666667,12
Bobby Gray,CHI,24,Louisiana Tech,DB,5,0,0,0,0,0,0,0,0,0,0,0,NA,0.333333333,0.333333333,3
Andra Davis,CLE,23,Florida,LB,5,0,0,0,0,0,0,0,0,0,0,0,NA,0.9,1.2,10
Scott Fujita,KAN,23,California,LB,5,0,0,0,0,0,0,0,0,0,0,0,NA,0.636363636,2.136363636,11
Herb Haygood,DEN,24,Michigan St.,WR,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
Kyle Johnson,CAR,23,Syracuse,RB,5,0,0,0,0,0,1.5,6.5,0.166666667,5.5,53.83333333,1.333333333,NA,0,0,6
Rocky Bernard,SEA,23,Texas A&M,DT,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,11
Kenyon Coleman,OAK,23,UCLA,DE,5,0,0,0,0,0,0,0,0,0,0,0,24,0,1.227272727,11
Kevin McCadam,ATL,23,Colorado St.,DB,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.2,5
Jason McAddley,ARI,23,Alabama,WR,5,0,0,0,0,0,0,0,0,9.5,144.5,0.25,2,0,0,4
Mel Mitchell,NOR,23,West. Kentucky,DB,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,6
Jake Schifino,TEN,22,Akron,WR,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3
Nick Greisen,NYG,23,Wisconsin,LB,5,0,0,0,0,0,0,0,0,0,0,0,NA,0.142857143,0.571428571,7
Ramon Walker,HOU,22,Pittsburgh,DB,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,4
Jonathan Goodwin,NYJ,23,Michigan,G,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,13
Terry Jones,BAL,22,Alabama,TE,5,0,0,0,0,0,0,0,0,14.75,123.25,1.25,NA,0,0,4
Aaron Kampman,GNB,22,Iowa,DE,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,5.8,10
Jermaine Phillips,TAM,23,Georgia,DB,5,0,0,0,0,0,0,0,0,0,0,0,NA,1.375,0.375,8
Kurt Kittner,ATL,22,Illinois,QB,5,22,57,195.5,1,3,4,6.5,0,0,0,0,0,0,0,2
Andre Lott,WAS,23,Tennessee,DB,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.2,5
Robert Royal,WAS,23,LSU,TE,5,0,0,0,0,0,0.111111111,-1,0,14.22222222,141.2222222,1.555555556,NA,0,0,9
Omare Lowe,MIA,24,Washington,DB,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7
Craig Nall,GNB,23,LSU,QB,5,5,8,67,0.833333333,0,1.666666667,1.833333333,0,0,0,0,0,0,0,6
Bryan Knight,CHI,23,Pittsburgh,LB,5,0,0,0,0,0,0,0,0,0,0,0,19,0,0.75,2
Verron Haynes,PIT,23,Georgia,RB,5,0,0,0,0,0,21.75,92.25,0.375,7.625,56.125,0.25,NA,0,0,8
Courtland Bullard,STL,24,Ohio St.,LB,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2
Pete Hunter,DAL,22,Virginia Union,DB,5,0,0,0,0,0,0,0,0,0,0,0,12,0.6,0.2,5
Ryan Hannam,SEA,22,Northern Iowa,TE,5,0,0,0,0,0,0,0,0,4.4,43,0.4,NA,0,0,5
Sam Simmons,MIA,22,Northwestern,WR,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Matt Hill,SEA,23,Boise St.,T,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Josh Shaw,SFO,23,Michigan St.,DT,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.142857143,7
Demarcus Faggins,HOU,23,Kansas St.,DB,6,0,0,0,0,0,0,0,0,0,0,0,NA,0.625,0.125,8
Keith Heinrich,CAR,23,Sam Houston St.,TE,6,0,0,0,0,0,0,0,0,1.5,10.83333333,0.333333333,NA,0,0,6
Chris Cash,DET,22,USC,DB,6,0,0,0,0,0,0,0,0,0,0,0,31,0.5,0,4
Kevin Thomas,BUF,24,UNLV,DB,6,0,0,0,0,0,0,0,0,0.333333333,8,0,NA,0.333333333,0.5,3
Nick Rogers,MIN,23,Georgia Tech,LB,6,0,0,0,0,0,0,0,0,0,0,0,16,0,0.5,4
Tyson Walter,DAL,24,Ohio St.,C,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Marquand Manuel,CIN,23,Florida,DB,6,0,0,0,0,0,0,0,0,0,0,0,NA,0.25,0.125,8
David Pugh,IND,23,Virginia Tech,DT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kahlil Hill,ATL,23,Iowa,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Josh Scobey,ARI,22,Kansas St.,RB,6,0,0,0,0,0,4.5,14.83333333,0,3.166666667,33.33333333,0,NA,0,0,6
J.T. O'Sullivan,NOR,23,California-Davis,QB,6,18.125,32.125,233.25,1.125,1.625,4.875,18.125,0,0,0,0,NA,0,0,8
Justin Hartwig,TEN,23,Kansas,C,6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,8
Wesly Mallard,NYG,23,Oregon,LB,6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,5
Keyon Nash,OAK,23,Albany State (GA),DB,6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3
Howard Green,HOU,23,LSU,DT,6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.2,10
Jeb Putzier,DEN,23,Boise St.,TE,6,0,0,0,0,0,0,0,0,13.71428571,178.7142857,0.428571429,NA,0,0,7
John Stamper,TAM,24,South Carolina,DE,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
Craig Jarrett,SEA,23,Michigan St.,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lamont Brightful,BAL,23,East. Washington,DB,6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3
John Gilmore,NOR,23,Penn St.,TE,6,0,0,0,0,0,0,0,0,5.5,54.4,0.6,NA,0,0,10
Larry Ned,OAK,24,San Diego St.,RB,6,0,0,0,0,0,0,0,0,0.333333333,3,0,NA,0,0,3
Tyreo Harrison,PHI,22,Notre Dame,LB,6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2
Adrian Peterson,CHI,23,Georgia Southern,RB,6,0.125,0.125,1.125,0.125,0,38.875,160.375,1,9.75,83.125,0,NA,0,0,8
Mike Houghton,GNB,22,San Diego St.,G,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mark Anelli,SFO,23,Wisconsin,TE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lee Mays,PIT,24,Texas-El Paso,WR,6,0,0,0,0,0,0,0,0,2.2,30.8,0,NA,0,0,5
Jamin Elliott,CHI,22,Delaware,WR,6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,5
Brian Allen,IND,22,Stanford,RB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Javin Hunter,BAL,22,Notre Dame,WR,6,0,0,0,0,0,1,9,0,5,35,0,0,0,0,1
Chester Taylor,BAL,23,Toledo,RB,6,0.1,0.2,0.4,0.1,0,116,474,2.6,29.9,232.4,0.6,NA,0,0,10
Chad Williams,BAL,23,Southern Miss,DB,6,0,0,0,0,0,0,0,0,0,0,0,32,1.8,1.4,5
Bryan Fletcher,CHI,23,UCLA,TE,6,0,0,0,0,0,0,0,0,9,91.16666667,0.833333333,NA,0,0,6
LaVar Glover,PIT,23,Cincinnati,DB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mike Pucillo,BUF,23,Auburn,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Chad Beasley,MIN,23,Virginia Tech,T,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Josh Mallard,IND,23,Georgia,DE,7,0,0,0,0,0,0,0,0,0,0,0,5,0,1.214285714,7
Kendall Newson,JAX,22,Middle Tenn. St.,WR,7,0,0,0,0,0,0,0,0,1,27.5,0,NA,0,0,2
Mike Banks,ARI,22,Iowa St.,TE,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2
Darrell Hill,TEN,23,Northern Illinois,WR,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3
Daryl Jones,NYG,23,Miami (FL),WR,7,0,0,0,0,0,0.333333333,1.333333333,0,2.666666667,30,0,NA,0,0,3
Joaquin Gonzalez,CLE,23,Miami (FL),T,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Chris Young,DEN,22,Georgia Tech,DB,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3
Stylez G. White,HOU,23,Minnesota,DE,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,2.666666667,9
Jeff Grau,WAS,22,UCLA,C,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Monsanto Pope,DEN,24,Virginia,DT,7,0,0,0,0,0,0,0,0,0,0,0,12,0,1.5,4
Jeff Kelly,SEA,23,Southern Miss,QB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tim Wansley,TAM,23,Georgia,DB,7,0,0,0,0,0,0,0,0,0,0,0,28,1,0,2
Greg Scott,WAS,22,Hampton,DE,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Ronald Curry,OAK,23,North Carolina,WR,7,0,0.571428571,0,0,0.142857143,0.714285714,0.428571429,0,27.57142857,335.2857143,1.857142857,NA,0,0,7
Raheem Brock,PHI,24,Temple,DE,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,4.05,10
Eric Heitmann,SFO,22,Stanford,G,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,8
Carlos Hall,TEN,23,Arkansas,DE,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,3.625,4
Leonard Henry,MIA,24,East Carolina,RB,7,0,0,0,0,0,15.33333333,47,0,1,4,0,0,0,0,3
Brett Keisel,PIT,24,BYU,DE,7,0,0,0,0,0,0,0,0,0,0,0,NA,0.153846154,2.307692308,13
Chris Massey,STL,23,Marshall,RB,7,0,0,0,0,0,0.1,-0.1,0,0,0,0,0,0,0,10
Kevin Shaffer,ATL,22,Tulsa,T,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,9
Quincy Monk,NYG,23,North Carolina,LB,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3
Steve Smith,JAX,23,Oregon,DB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hayden Epstein,JAX,21,Michigan,K,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
Kyle Kosier,SFO,24,Arizona St.,G,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,10
Matt Murphy,DET,22,Maryland,TE,7,0,0,0,0,0,0,0,0,0.5,5.666666667,0,NA,0,0,6
David Givens,NWE,22,Notre Dame,WR,7,0,0.2,0,0,0.2,0.6,3.2,0,33.2,463.6,2.4,NA,0,0,5
Rock Cartwright,WAS,22,Kansas St.,FB,7,0,0,0,0,0,22.8,95.6,0.6,6.4,58.9,0.2,NA,0,0,10
